timestamp,load_kwh,solar_kwh,temp_c,price_usd_per_kwh,net_load_kwh,hour,dow,month
2024-01-04 03:00:00,12.593,0.012,3.17,0.0985,12.581,3,3,1
2024-01-04 04:00:00,16.151,0.0,1.05,0.1003,16.151,4,3,1
2024-01-04 05:00:00,15.501,0.011,1.03,0.0941,15.49,5,3,1
2024-01-04 06:00:00,15.111,0.103,0.97,0.1156,15.008000000000001,6,3,1
2024-01-04 07:00:00,15.749,0.052,-0.63,0.155,15.697000000000001,7,3,1
2024-01-04 08:00:00,20.642,0.284,-0.01,0.1332,20.358,8,3,1
2024-01-04 09:00:00,20.162,0.304,-1.45,0.1248,19.858,9,3,1
2024-01-04 10:00:00,21.312,0.44,-0.99,0.1219,20.872,10,3,1
2024-01-04 11:00:00,20.992,0.488,-0.71,0.146,20.504,11,3,1
2024-01-04 12:00:00,20.351,0.764,-1.21,0.1414,19.587,12,3,1
2024-01-04 13:00:00,18.893,0.735,1.43,0.1322,18.158,13,3,1
2024-01-04 14:00:00,20.755,0.481,1.0,0.1427,20.273999999999997,14,3,1
2024-01-04 15:00:00,19.915,0.393,2.36,0.1277,19.522,15,3,1
2024-01-04 16:00:00,16.32,0.525,3.7,0.2679,15.795,16,3,1
2024-01-04 17:00:00,17.661,0.0,4.38,0.2562,17.661,17,3,1
2024-01-04 18:00:00,16.346,0.0,5.26,0.2492,16.346,18,3,1
2024-01-04 19:00:00,13.19,0.004,4.82,0.2563,13.186,19,3,1
2024-01-04 20:00:00,13.97,0.0,4.73,0.256,13.97,20,3,1
2024-01-04 21:00:00,12.062,0.049,5.25,0.2637,12.013,21,3,1
2024-01-04 22:00:00,13.697,0.0,3.22,0.1517,13.697,22,3,1
2024-01-04 23:00:00,13.19,0.026,3.2,0.1111,13.164,23,3,1
2024-01-05 00:00:00,13.407,0.012,2.92,0.1016,13.395,0,4,1
2024-01-05 01:00:00,13.769,0.0,2.69,0.0981,13.769,1,4,1
2024-01-05 02:00:00,12.401,0.0,3.64,0.0943,12.401,2,4,1
2024-01-05 03:00:00,15.918,0.018,1.3,0.0823,15.899999999999999,3,4,1
2024-01-05 04:00:00,15.26,0.0,1.16,0.0998,15.26,4,4,1
2024-01-05 05:00:00,15.718,0.0,2.45,0.0915,15.718,5,4,1
2024-01-05 06:00:00,15.968,0.049,-0.16,0.1122,15.919,6,4,1
2024-01-05 07:00:00,15.445,0.262,0.68,0.138,15.183,7,4,1
2024-01-05 08:00:00,21.384,0.48,-1.63,0.1475,20.904,8,4,1
2024-01-05 09:00:00,19.363,0.375,-0.86,0.1352,18.988,9,4,1
2024-01-05 10:00:00,20.447,0.549,-1.65,0.1332,19.898,10,4,1
2024-01-05 11:00:00,20.794,0.757,-0.62,0.146,20.037,11,4,1
2024-01-05 12:00:00,18.284,0.755,1.28,0.1428,17.529,12,4,1
2024-01-05 13:00:00,21.439,0.781,-1.18,0.1432,20.658,13,4,1
2024-01-05 14:00:00,19.387,0.351,2.13,0.1391,19.036,14,4,1
2024-01-05 15:00:00,19.57,0.444,2.67,0.1479,19.126,15,4,1
2024-01-05 16:00:00,19.28,0.411,2.45,0.2664,18.869,16,4,1
2024-01-05 17:00:00,19.596,0.237,2.15,0.2382,19.359,17,4,1
2024-01-05 18:00:00,16.754,0.059,4.6,0.2574,16.695,18,4,1
2024-01-05 19:00:00,13.61,0.0,4.35,0.2701,13.61,19,4,1
2024-01-05 20:00:00,14.949,0.058,5.57,0.2498,14.891,20,4,1
2024-01-05 21:00:00,11.819,0.093,5.41,0.2431,11.726,21,4,1
2024-01-05 22:00:00,10.534,0.0,7.21,0.1386,10.534,22,4,1
2024-01-05 23:00:00,13.384,0.133,4.7,0.1052,13.251000000000001,23,4,1
2024-01-06 00:00:00,14.862,0.099,3.33,0.0654,14.763,0,5,1
2024-01-06 01:00:00,13.101,0.0,4.15,0.0829,13.101,1,5,1
2024-01-06 02:00:00,14.113,0.092,3.48,0.0884,14.020999999999999,2,5,1
2024-01-06 03:00:00,11.403,0.081,4.07,0.0507,11.322000000000001,3,5,1
2024-01-06 04:00:00,13.563,0.085,2.66,0.0662,13.478,4,5,1
2024-01-06 05:00:00,13.433,0.158,1.37,0.05,13.275,5,5,1
2024-01-06 06:00:00,15.381,0.0,2.07,0.0766,15.381,6,5,1
2024-01-06 07:00:00,16.004,0.217,-1.59,0.1032,15.787,7,5,1
2024-01-06 08:00:00,16.314,0.062,-1.23,0.1052,16.252,8,5,1
2024-01-06 09:00:00,18.326,0.714,-1.67,0.1215,17.612000000000002,9,5,1
2024-01-06 10:00:00,18.606,0.51,-0.93,0.0967,18.096,10,5,1
2024-01-06 11:00:00,18.409,0.888,-1.81,0.0942,17.520999999999997,11,5,1
2024-01-06 12:00:00,17.448,0.463,1.08,0.0872,16.985,12,5,1
2024-01-06 13:00:00,17.787,0.855,0.67,0.1227,16.932,13,5,1
2024-01-06 14:00:00,17.69,0.798,-0.1,0.1204,16.892000000000003,14,5,1
2024-01-06 15:00:00,16.152,0.504,1.22,0.1071,15.648000000000001,15,5,1
2024-01-06 16:00:00,15.937,0.512,3.59,0.0972,15.424999999999999,16,5,1
2024-01-06 17:00:00,14.973,0.24,4.94,0.1183,14.733,17,5,1
2024-01-06 18:00:00,13.742,0.0,6.96,0.1375,13.742,18,5,1
2024-01-06 19:00:00,12.041,0.058,8.53,0.1076,11.983,19,5,1
2024-01-06 20:00:00,12.166,0.0,5.83,0.098,12.166,20,5,1
2024-01-06 21:00:00,14.292,0.0,4.25,0.1224,14.292,21,5,1
2024-01-06 22:00:00,14.333,0.037,2.78,0.0987,14.296,22,5,1
2024-01-06 23:00:00,12.151,0.0,5.36,0.0663,12.151,23,5,1
2024-01-07 00:00:00,13.144,0.14,3.64,0.05,13.004,0,6,1
2024-01-07 01:00:00,12.794,0.018,3.49,0.067,12.776,1,6,1
2024-01-07 02:00:00,14.592,0.078,2.53,0.0572,14.514000000000001,2,6,1
2024-01-07 03:00:00,12.914,0.051,2.32,0.0826,12.863,3,6,1
2024-01-07 04:00:00,12.971,0.102,2.99,0.0602,12.869,4,6,1
2024-01-07 05:00:00,14.782,0.0,1.18,0.0778,14.782,5,6,1
2024-01-07 06:00:00,17.184,0.02,0.18,0.069,17.164,6,6,1
2024-01-07 07:00:00,17.944,0.132,-1.35,0.1113,17.811999999999998,7,6,1
2024-01-07 08:00:00,16.738,0.288,-2.42,0.1152,16.45,8,6,1
2024-01-07 09:00:00,18.648,0.637,-1.09,0.1095,18.011,9,6,1
2024-01-07 10:00:00,18.563,0.591,-0.47,0.1035,17.971999999999998,10,6,1
2024-01-07 11:00:00,15.302,0.735,2.01,0.1019,14.567,11,6,1
2024-01-07 12:00:00,15.307,0.952,0.52,0.1151,14.355,12,6,1
2024-01-07 13:00:00,16.4,0.567,2.17,0.091,15.832999999999998,13,6,1
2024-01-07 14:00:00,18.03,0.737,1.11,0.1268,17.293000000000003,14,6,1
2024-01-07 15:00:00,18.392,0.723,1.07,0.1113,17.669,15,6,1
2024-01-07 16:00:00,15.678,0.478,2.11,0.1066,15.200000000000001,16,6,1
2024-01-07 17:00:00,16.979,0.354,3.12,0.1127,16.625,17,6,1
2024-01-07 18:00:00,11.119,0.094,7.16,0.1041,11.025,18,6,1
2024-01-07 19:00:00,14.155,0.038,4.1,0.1082,14.116999999999999,19,6,1
2024-01-07 20:00:00,12.43,0.0,6.39,0.0987,12.43,20,6,1
2024-01-07 21:00:00,14.568,0.04,4.41,0.1138,14.528,21,6,1
2024-01-07 22:00:00,13.136,0.068,6.51,0.1092,13.068,22,6,1
2024-01-07 23:00:00,13.185,0.0,5.55,0.0719,13.185,23,6,1
2024-01-08 00:00:00,11.794,0.0,4.48,0.1148,11.794,0,0,1
2024-01-08 01:00:00,13.734,0.0,4.0,0.092,13.734,1,0,1
2024-01-08 02:00:00,14.286,0.019,2.53,0.0987,14.267,2,0,1
2024-01-08 03:00:00,12.256,0.0,3.08,0.0835,12.256,3,0,1
2024-01-08 04:00:00,13.174,0.0,1.22,0.1055,13.174,4,0,1
2024-01-08 05:00:00,16.838,0.0,-0.43,0.0998,16.838,5,0,1
2024-01-08 06:00:00,16.522,0.083,-1.11,0.1002,16.439,6,0,1
2024-01-08 07:00:00,15.169,0.292,0.15,0.1384,14.877,7,0,1
2024-01-08 08:00:00,17.909,0.414,1.54,0.1342,17.494999999999997,8,0,1
2024-01-08 09:00:00,19.76,0.789,-0.26,0.165,18.971,9,0,1
2024-01-08 10:00:00,19.831,0.557,-0.5,0.1404,19.274,10,0,1
2024-01-08 11:00:00,18.434,0.573,0.29,0.143,17.861,11,0,1
2024-01-08 12:00:00,20.354,0.606,1.99,0.1286,19.747999999999998,12,0,1
2024-01-08 13:00:00,20.178,0.52,1.31,0.1489,19.658,13,0,1
2024-01-08 14:00:00,19.167,0.597,1.27,0.1388,18.57,14,0,1
2024-01-08 15:00:00,17.6,0.312,3.87,0.1445,17.288,15,0,1
2024-01-08 16:00:00,18.026,0.291,3.84,0.269,17.735,16,0,1
2024-01-08 17:00:00,15.413,0.273,5.89,0.259,15.14,17,0,1
2024-01-08 18:00:00,16.927,0.0,4.89,0.2532,16.927,18,0,1
2024-01-08 19:00:00,13.642,0.11,3.67,0.2367,13.532,19,0,1
2024-01-08 20:00:00,14.264,0.0,3.8,0.2561,14.264,20,0,1
2024-01-08 21:00:00,10.839,0.002,7.53,0.2532,10.837,21,0,1
2024-01-08 22:00:00,10.599,0.0,7.51,0.1286,10.599,22,0,1
2024-01-08 23:00:00,14.112,0.0,4.93,0.1145,14.112,23,0,1
2024-01-09 00:00:00,13.05,0.216,4.26,0.1098,12.834000000000001,0,1,1
2024-01-09 01:00:00,12.094,0.0,5.86,0.0817,12.094,1,1,1
2024-01-09 02:00:00,12.561,0.044,2.05,0.1015,12.517,2,1,1
2024-01-09 03:00:00,14.047,0.0,1.53,0.0918,14.047,3,1,1
2024-01-09 04:00:00,14.372,0.0,2.6,0.1037,14.372,4,1,1
2024-01-09 05:00:00,15.53,0.056,0.63,0.092,15.474,5,1,1
2024-01-09 06:00:00,13.992,0.0,0.47,0.0946,13.992,6,1,1
2024-01-09 07:00:00,16.571,0.172,-0.19,0.1496,16.399,7,1,1
2024-01-09 08:00:00,19.228,0.375,0.11,0.1482,18.853,8,1,1
2024-01-09 09:00:00,19.563,0.622,1.29,0.1551,18.941,9,1,1
2024-01-09 10:00:00,19.188,0.76,-0.19,0.1378,18.427999999999997,10,1,1
2024-01-09 11:00:00,17.589,0.636,0.78,0.1254,16.953,11,1,1
2024-01-09 12:00:00,20.43,0.592,-1.98,0.1492,19.838,12,1,1
2024-01-09 13:00:00,18.656,0.579,1.04,0.1493,18.076999999999998,13,1,1
2024-01-09 14:00:00,20.302,0.28,0.81,0.1463,20.022,14,1,1
2024-01-09 15:00:00,17.302,0.612,1.14,0.1326,16.69,15,1,1
2024-01-09 16:00:00,18.286,0.512,2.32,0.2493,17.774,16,1,1
2024-01-09 17:00:00,18.769,0.281,3.7,0.2654,18.488,17,1,1
2024-01-09 18:00:00,16.113,0.217,5.82,0.2511,15.895999999999999,18,1,1
2024-01-09 19:00:00,15.463,0.077,3.61,0.2569,15.386,19,1,1
2024-01-09 20:00:00,11.965,0.051,5.54,0.2891,11.914,20,1,1
2024-01-09 21:00:00,11.996,0.109,5.02,0.2813,11.887,21,1,1
2024-01-09 22:00:00,14.086,0.0,5.11,0.1479,14.086,22,1,1
2024-01-09 23:00:00,11.991,0.0,6.4,0.0934,11.991,23,1,1
2024-01-10 00:00:00,12.386,0.0,5.43,0.0928,12.386,0,2,1
2024-01-10 01:00:00,11.086,0.128,5.77,0.1072,10.958,1,2,1
2024-01-10 02:00:00,13.529,0.0,3.25,0.115,13.529,2,2,1
2024-01-10 03:00:00,13.428,0.047,1.83,0.0949,13.381,3,2,1
2024-01-10 04:00:00,15.54,0.057,1.62,0.0954,15.482999999999999,4,2,1
2024-01-10 05:00:00,17.062,0.024,1.45,0.1009,17.038,5,2,1
2024-01-10 06:00:00,15.936,0.0,0.75,0.0861,15.936,6,2,1
2024-01-10 07:00:00,16.524,0.228,-1.24,0.1264,16.296,7,2,1
2024-01-10 08:00:00,17.05,0.33,-0.13,0.1282,16.720000000000002,8,2,1
2024-01-10 09:00:00,18.002,0.603,-0.06,0.1455,17.398999999999997,9,2,1
2024-01-10 10:00:00,19.173,0.517,2.78,0.1427,18.656,10,2,1
2024-01-10 11:00:00,17.636,0.592,2.32,0.1514,17.044,11,2,1
2024-01-10 12:00:00,20.033,0.65,-0.48,0.1226,19.383000000000003,12,2,1
2024-01-10 13:00:00,20.193,0.677,0.82,0.1248,19.516000000000002,13,2,1
2024-01-10 14:00:00,21.308,0.407,0.13,0.1446,20.901,14,2,1
2024-01-10 15:00:00,18.828,0.37,1.95,0.1313,18.458,15,2,1
2024-01-10 16:00:00,17.425,0.568,3.82,0.252,16.857,16,2,1
2024-01-10 17:00:00,16.541,0.118,5.61,0.2701,16.423000000000002,17,2,1
2024-01-10 18:00:00,16.753,0.0,3.91,0.2545,16.753,18,2,1
2024-01-10 19:00:00,13.767,0.0,4.47,0.2556,13.767,19,2,1
2024-01-10 20:00:00,15.14,0.0,2.98,0.2575,15.14,20,2,1
2024-01-10 21:00:00,13.158,0.0,5.47,0.2581,13.158,21,2,1
2024-01-10 22:00:00,15.135,0.0,4.28,0.1468,15.135,22,2,1
2024-01-10 23:00:00,13.328,0.0,4.62,0.0879,13.328,23,2,1
2024-01-11 00:00:00,14.205,0.174,3.79,0.0981,14.031,0,3,1
2024-01-11 01:00:00,12.117,0.0,4.11,0.1116,12.117,1,3,1
2024-01-11 02:00:00,14.985,0.079,1.39,0.1213,14.905999999999999,2,3,1
2024-01-11 03:00:00,14.284,0.109,0.96,0.0864,14.175,3,3,1
2024-01-11 04:00:00,13.175,0.0,4.5,0.1033,13.175,4,3,1
2024-01-11 05:00:00,16.494,0.0,-0.32,0.0981,16.494,5,3,1
2024-01-11 06:00:00,16.468,0.077,-0.71,0.099,16.391,6,3,1
2024-01-11 07:00:00,16.817,0.137,2.33,0.1321,16.68,7,3,1
2024-01-11 08:00:00,18.155,0.473,3.31,0.1476,17.682000000000002,8,3,1
2024-01-11 09:00:00,21.261,0.688,-1.68,0.147,20.573,9,3,1
2024-01-11 10:00:00,20.58,0.434,-0.62,0.1652,20.145999999999997,10,3,1
2024-01-11 11:00:00,20.937,0.605,0.54,0.1268,20.332,11,3,1
2024-01-11 12:00:00,17.283,0.766,2.68,0.1225,16.517000000000003,12,3,1
2024-01-11 13:00:00,21.231,0.557,0.04,0.1605,20.674000000000003,13,3,1
2024-01-11 14:00:00,18.415,0.509,1.65,0.1395,17.906,14,3,1
2024-01-11 15:00:00,17.513,0.328,3.66,0.1354,17.185000000000002,15,3,1
2024-01-11 16:00:00,18.075,0.383,4.02,0.2619,17.692,16,3,1
2024-01-11 17:00:00,18.571,0.144,3.77,0.2461,18.427000000000003,17,3,1
2024-01-11 18:00:00,15.866,0.095,4.69,0.2638,15.770999999999999,18,3,1
2024-01-11 19:00:00,14.297,0.0,3.67,0.2592,14.297,19,3,1
2024-01-11 20:00:00,13.476,0.112,5.34,0.2707,13.364,20,3,1
2024-01-11 21:00:00,12.897,0.0,5.4,0.2686,12.897,21,3,1
2024-01-11 22:00:00,13.143,0.0,5.9,0.1494,13.143,22,3,1
2024-01-11 23:00:00,15.706,0.0,4.66,0.1019,15.706,23,3,1
2024-01-12 00:00:00,12.61,0.046,5.48,0.116,12.564,0,4,1
2024-01-12 01:00:00,11.549,0.086,5.51,0.1058,11.463,1,4,1
2024-01-12 02:00:00,12.111,0.146,3.75,0.0947,11.965,2,4,1
2024-01-12 03:00:00,13.253,0.029,3.21,0.0919,13.224,3,4,1
2024-01-12 04:00:00,13.562,0.075,2.08,0.093,13.487,4,4,1
2024-01-12 05:00:00,15.351,0.137,1.29,0.1059,15.214,5,4,1
2024-01-12 06:00:00,16.48,0.0,-0.2,0.0867,16.48,6,4,1
2024-01-12 07:00:00,15.576,0.192,0.57,0.1416,15.384,7,4,1
2024-01-12 08:00:00,20.723,0.616,-0.22,0.1317,20.107,8,4,1
2024-01-12 09:00:00,17.341,0.56,2.3,0.1275,16.781000000000002,9,4,1
2024-01-12 10:00:00,18.436,0.783,1.78,0.1291,17.653,10,4,1
2024-01-12 11:00:00,19.967,0.549,0.66,0.1398,19.418,11,4,1
2024-01-12 12:00:00,20.901,0.73,-0.25,0.1476,20.171,12,4,1
2024-01-12 13:00:00,21.208,0.6,-0.04,0.1332,20.607999999999997,13,4,1
2024-01-12 14:00:00,18.477,0.441,3.44,0.1192,18.036,14,4,1
2024-01-12 15:00:00,19.136,0.666,3.11,0.1715,18.47,15,4,1
2024-01-12 16:00:00,17.021,0.273,4.14,0.2712,16.748,16,4,1
2024-01-12 17:00:00,19.265,0.247,2.2,0.2693,19.018,17,4,1
2024-01-12 18:00:00,16.709,0.0,6.02,0.2763,16.709,18,4,1
2024-01-12 19:00:00,14.561,0.0,5.93,0.2609,14.561,19,4,1
2024-01-12 20:00:00,12.652,0.088,4.36,0.2586,12.564,20,4,1
2024-01-12 21:00:00,12.429,0.0,5.22,0.2736,12.429,21,4,1
2024-01-12 22:00:00,13.056,0.0,6.0,0.1535,13.056,22,4,1
2024-01-12 23:00:00,10.36,0.0,5.45,0.1062,10.36,23,4,1
2024-01-13 00:00:00,13.177,0.0,4.63,0.0788,13.177,0,5,1
2024-01-13 01:00:00,13.748,0.02,4.23,0.0576,13.728,1,5,1
2024-01-13 02:00:00,12.939,0.124,3.33,0.0674,12.815,2,5,1
2024-01-13 03:00:00,13.272,0.0,3.04,0.087,13.272,3,5,1
2024-01-13 04:00:00,12.393,0.0,3.85,0.078,12.393,4,5,1
2024-01-13 05:00:00,16.367,0.0,-1.72,0.0554,16.367,5,5,1
2024-01-13 06:00:00,15.334,0.0,0.45,0.0647,15.334,6,5,1
2024-01-13 07:00:00,15.46,0.179,0.47,0.1254,15.281,7,5,1
2024-01-13 08:00:00,15.82,0.369,0.32,0.1146,15.451,8,5,1
2024-01-13 09:00:00,17.046,0.211,-0.59,0.1118,16.835,9,5,1
2024-01-13 10:00:00,18.262,0.592,-2.15,0.1121,17.67,10,5,1
2024-01-13 11:00:00,18.555,0.627,0.65,0.1092,17.928,11,5,1
2024-01-13 12:00:00,15.638,0.444,2.81,0.1048,15.193999999999999,12,5,1
2024-01-13 13:00:00,18.324,0.479,-0.48,0.1017,17.845000000000002,13,5,1
2024-01-13 14:00:00,15.467,0.75,3.12,0.1201,14.717,14,5,1
2024-01-13 15:00:00,15.809,0.329,2.46,0.1124,15.479999999999999,15,5,1
2024-01-13 16:00:00,14.139,0.353,3.56,0.1171,13.786,16,5,1
2024-01-13 17:00:00,14.334,0.154,3.1,0.1155,14.18,17,5,1
2024-01-13 18:00:00,13.487,0.0,4.58,0.1241,13.487,18,5,1
2024-01-13 19:00:00,12.847,0.06,7.02,0.1145,12.786999999999999,19,5,1
2024-01-13 20:00:00,13.588,0.108,6.46,0.1182,13.479999999999999,20,5,1
2024-01-13 21:00:00,10.098,0.101,7.94,0.1117,9.997,21,5,1
2024-01-13 22:00:00,11.259,0.0,7.17,0.1005,11.259,22,5,1
2024-01-13 23:00:00,11.068,0.112,5.98,0.0677,10.956,23,5,1
2024-01-14 00:00:00,11.063,0.0,7.14,0.0759,11.063,0,6,1
2024-01-14 01:00:00,13.328,0.178,4.96,0.0768,13.149999999999999,1,6,1
2024-01-14 02:00:00,12.223,0.0,4.7,0.0845,12.223,2,6,1
2024-01-14 03:00:00,13.858,0.0,2.57,0.0654,13.858,3,6,1
2024-01-14 04:00:00,15.385,0.137,2.23,0.0723,15.248,4,6,1
2024-01-14 05:00:00,15.762,0.0,0.59,0.0687,15.762,5,6,1
2024-01-14 06:00:00,14.194,0.012,2.0,0.0862,14.182,6,6,1
2024-01-14 07:00:00,17.066,0.063,-1.08,0.1138,17.003,7,6,1
2024-01-14 08:00:00,15.355,0.705,0.97,0.114,14.65,8,6,1
2024-01-14 09:00:00,17.426,0.605,-0.3,0.1096,16.820999999999998,9,6,1
2024-01-14 10:00:00,16.75,0.761,1.44,0.1077,15.989,10,6,1
2024-01-14 11:00:00,15.615,0.607,1.23,0.0955,15.008000000000001,11,6,1
2024-01-14 12:00:00,15.983,0.902,2.99,0.0974,15.081000000000001,12,6,1
2024-01-14 13:00:00,16.281,0.823,2.31,0.1118,15.457999999999998,13,6,1
2024-01-14 14:00:00,18.076,0.723,0.27,0.1105,17.353,14,6,1
2024-01-14 15:00:00,16.714,0.417,2.85,0.1118,16.296999999999997,15,6,1
2024-01-14 16:00:00,16.641,0.572,2.3,0.1194,16.069,16,6,1
2024-01-14 17:00:00,14.921,0.1,3.81,0.1109,14.821,17,6,1
2024-01-14 18:00:00,13.828,0.0,6.86,0.1065,13.828,18,6,1
2024-01-14 19:00:00,12.436,0.0,6.29,0.1079,12.436,19,6,1
2024-01-14 20:00:00,12.55,0.019,4.99,0.1124,12.531,20,6,1
2024-01-14 21:00:00,10.905,0.0,4.71,0.1062,10.905,21,6,1
2024-01-14 22:00:00,12.424,0.049,5.87,0.1206,12.375,22,6,1
2024-01-14 23:00:00,12.653,0.0,4.07,0.0699,12.653,23,6,1
2024-01-15 00:00:00,13.287,0.079,4.32,0.1025,13.208,0,0,1
2024-01-15 01:00:00,10.937,0.152,4.88,0.0918,10.785,1,0,1
2024-01-15 02:00:00,11.782,0.008,5.17,0.1106,11.774000000000001,2,0,1
